Name,Team Name,Position,Age,Season,FIFA rating,Injury,Date of Injury,Date of return,Match1_before_injury_Result,Match1_before_injury_Opposition,Match1_before_injury_GD,Match1_before_injury_Player_rating,Match2_before_injury_Result,Match2_before_injury_Opposition,Match2_before_injury_GD,Match2_before_injury_Player_rating,Match3_before_injury_Result,Match3_before_injury_Opposition,Match3_before_injury_GD,Match3_before_injury_Player_rating,Match1_missed_match_Result,Match1_missed_match_Opposition,Match1_missed_match_GD,Match2_missed_match_Result,Match2_missed_match_Opposition,Match2_missed_match_GD,Match3_missed_match_Result,Match3_missed_match_Opposition,Match3_missed_match_GD,Match1_after_injury_Result,Match1_after_injury_Opposition,Match1_after_injury_GD,Match1_after_injury_Player_rating,Match2_after_injury_Result,Match2_after_injury_Opposition,Match2_after_injury_GD,Match2_after_injury_Player_rating,Match3_after_injury_Result,Match3_after_injury_Opposition,Match3_after_injury_GD,Match3_after_injury_Player_rating,Injury_Duration,Injury_Severity,Avg_Rating_Before_Injury,Avg_Rating_After_Return,Performance_Impact,Form_Before_Injury,Form_After_Return,Form_Impact,Total_Injuries,Unique_Injury_Types,Avg_Injury_Duration,Total_Days_Injured,Injury_Duration_Std,Severe_Injuries,Injury_Frequency,Pre_Injury_GD_Trend,Pre_Injury_GD_Volatility,Team_Performance_During_Absence,Recent_Opposition_Strength,Age_Risk_Score,Position_Risk_Score,History_Risk_Score,Overall_Risk_Score,Club
Anthony Martial,Man United,Center Forward,26,2021/22,79,Knee injury,2021-12-04,2021-12-13,lose,Watford,-3.0,7.0,win,Arsenal,1.0,7.2,N.A.,N.A.,,,win,Crystal Palace,1.0,win,Norwich City,1.0,N.A.,N.A.,,win,West Ham,1,7.2,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,9.0,Moderate,7.1,7.2,0.1000000000000005,1.5,3.0,1.5,7,7,42.0,294.0,40.195356282370064,1,8.661016949152543,-1.0,2.8284271247461903,1.0,2,0.4,0.6,0.5698305084745763,0.5349152542372881,Manchester United
Anthony Martial,Man United,Center Forward,27,2022/23,79,Achilles tendon irritation,2022-08-23,2022-09-26,win,Liverpool,1.0,6.1,N.A.,N.A.,,,N.A.,N.A.,,,win,Southampton,1.0,win,Leicester,1.0,win,Arsenal,2.0,lose,Man City,-3,6.9,win,Everton,1,6.7,N.A.,N.A.,N.A.,,34.0,Major,6.1,6.800000000000001,0.7000000000000011,3.0,1.5,-1.5,7,7,42.0,294.0,40.195356282370064,1,8.661016949152543,1.0,,1.3333333333333333,5,0.4666666666666667,0.6,0.5698305084745763,0.5515819209039547,Manchester United
Anthony Martial,Man United,Center Forward,27,2022/23,79,Back injury,2022-10-10,2022-10-31,lose,Man City,-3.0,6.9,win,Everton,1.0,6.7,N.A.,N.A.,,,draw,Newcastle,0.0,win,Tottenham,,draw,Chelsea,0.0,lose,Aston Villa,-2,5.9,win,Fulham,1,6.5,win,Nottm Forest,3,7.6,21.0,Moderate,6.800000000000001,6.666666666666667,-0.1333333333333337,1.5,2.0,0.5,7,7,42.0,294.0,40.195356282370064,1,8.661016949152543,-1.0,2.8284271247461903,0.0,5,0.4666666666666667,0.6,0.5698305084745763,0.5515819209039547,Manchester United
Anthony Martial,Man United,Center Forward,27,2022/23,79,Hip injury,2023-02-02,2023-03-08,win,Wolves,1.0,7.3,win,Bournemouth,3.0,7.4,win,Man City,1.0,6.9,win,Crystal Palace,1.0,draw,Leeds,0.0,win,Leeds,2.0,lose,Newcastle,-2,5.5,win,Brentford,1,7.7,win,Everton,2,7.5,34.0,Major,7.2,6.9,-0.3000000000000007,3.0,2.0,-1.0,7,7,42.0,294.0,40.195356282370064,1,8.661016949152543,1.6666666666666667,1.1547005383792517,1.0,3,0.4666666666666667,0.6,0.5698305084745763,0.5515819209039547,Manchester United
Donny Van De Beek,Man United,Central Midfielder,30,2020/21,77,Muscle injury,2021-03-01,2021-03-15,lose,Sheffield,-1.0,6.0,win,Southampton,9.0,6.5,draw,West Brom,0.0,6.0,draw,Crystal Palace,0.0,win,Man City,2.0,win,West Ham,1.0,win,Brighton,1,6.0,win,Burnley,2,6.2,draw,Leeds,0,6.0,14.0,Moderate,6.166666666666667,6.066666666666666,-0.1000000000000005,1.3333333333333333,2.333333333333333,1.0000000000000002,2,2,32.5,65.0,26.16295090390226,0,11.06060606060606,2.6666666666666665,5.507570547286102,1.0,1,0.6666666666666666,0.5,0.4118181818181818,0.4975757575757575,
Donny Van De Beek,Man United,Central Midfielder,32,2022/23,77,Shingles,2022-09-03,2022-10-24,lose,Brighton,-1.0,6.0,lose,Brentford,-4.0,6.2,win,Liverpool,1.0,6.2,win,Arsenal,2.0,lose,Man City,-3.0,win,Everton,1.0,lose,Aston Villa,-2,5.7,win,Nottm Forest,3,5.6,win,Wolves,1,5.2,51.0,Major,6.133333333333333,5.5,-0.6333333333333329,1.0,2.0,1.0,2,2,32.5,65.0,26.16295090390226,0,11.06060606060606,-1.3333333333333333,2.516611478423583,0.0,3,0.8,0.5,0.4118181818181818,0.5309090909090909,
Edinson Cavani,Man United,Center Forward,34,2020/21,81,Knock,2020-12-06,2020-12-18,win,West Brom,1.0,6.0,win,Southampton,1.0,9.2,win,West Ham,2.0,6.0,draw,Man City,0.0,win,Sheffield,1.0,N.A.,N.A.,,win,Leeds,4,6.2,draw,Leicester,0,6.4,win,Wolves,1,5.8,12.0,Moderate,7.066666666666666,6.133333333333334,-0.9333333333333328,3.0,2.333333333333333,-0.6666666666666665,6,5,23.83333333333333,143.0,13.482086880993856,0,15.208333333333332,1.3333333333333333,0.5773502691896257,0.5,2,0.9333333333333332,0.6,0.6962499999999999,0.7314583333333333,Paris Saint-Germain
Edinson Cavani,Man United,Center Forward,34,2020/21,81,Muscle injury,2021-02-15,2021-03-01,win,Southampton,9.0,9.2,draw,Everton,0.0,6.2,draw,West Brom,0.0,6.0,win,Newcastle,2.0,draw,Chelsea,0.0,N.A.,N.A.,,draw,Crystal Palace,0,5.8,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,14.0,Moderate,7.133333333333333,5.8,-1.333333333333333,1.6666666666666667,1.0,-0.6666666666666667,6,5,23.83333333333333,143.0,13.482086880993856,0,15.208333333333332,3.0,5.196152422706632,1.0,2,0.9333333333333332,0.6,0.6962499999999999,0.7314583333333333,Paris Saint-Germain
Edinson Cavani,Man United,Center Forward,34,2020/21,81,Knock,2021-03-05,2021-03-21,draw,Everton,0.0,6.2,draw,West Brom,0.0,6.0,draw,Crystal Palace,0.0,5.8,win,Man City,2.0,win,West Ham,1.0,N.A.,N.A.,,win,Brighton,1,5.5,win,Tottenham,2,7.1,win,Burnley,2,6.7,16.0,Moderate,6.0,6.433333333333334,0.4333333333333335,1.0,3.0,2.0,6,5,23.83333333333333,143.0,13.482086880993856,0,15.208333333333332,0.0,0.0,1.5,2,0.9333333333333332,0.6,0.6962499999999999,0.7314583333333333,Paris Saint-Germain
Edinson Cavani,Man United,Center Forward,35,2021/22,81,Tendon irritation,2021-11-04,2021-12-22,draw,Everton,0.0,6.5,win,Tottenham,3.0,6.2,lose,Liverpool,-5.0,6.0,lose,Man City,-2.0,lose,Watford,-3.0,draw,Chelsea,0.0,draw,Newcastle,0,6.0,win,Burnley,2,6.2,lose,Wolves,-1,6.0,48.0,Major,6.233333333333333,6.066666666666666,-0.1666666666666669,1.3333333333333333,1.3333333333333333,0.0,6,5,23.83333333333333,143.0,13.482086880993856,0,15.208333333333332,-0.6666666666666666,4.041451884327381,-1.6666666666666667,2,1.0,0.6,0.6962499999999999,0.7481249999999999,Paris Saint-Germain
Edinson Cavani,Man United,Center Forward,35,2021/22,81,Groin problems,2022-02-11,2022-03-07,draw,Aston Villa,0.0,6.2,win,West Ham,1.0,6.4,draw,Burnley,0.0,5.6,draw,Southampton,0.0,win,Brighton,2.0,win,Leeds,2.0,win,Tottenham,1,5.6,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,24.0,Major,6.066666666666667,5.6,-0.4666666666666677,1.6666666666666667,3.0,1.3333333333333333,6,5,23.83333333333333,143.0,13.482086880993856,0,15.208333333333332,0.3333333333333333,0.5773502691896258,1.3333333333333333,2,1.0,0.6,0.6962499999999999,0.7481249999999999,Paris Saint-Germain
Edinson Cavani,Man United,Center Forward,35,2021/22,81,Calf injury,2022-04-01,2022-04-30,win,Tottenham,1.0,5.6,N.A.,N.A.,,,N.A.,N.A.,,,draw,Leicester,0.0,lose,Everton,-1.0,win,Norwich City,1.0,win,Brentford,3,6.2,lose,Brighton,-4,5.0,lose,Crystal Palace,-1,5.6,29.0,Major,5.6,5.599999999999999,-8.881784197001252e-16,3.0,1.0,-2.0,6,5,23.83333333333333,143.0,13.482086880993856,0,15.208333333333332,1.0,,0.0,4,1.0,0.6,0.6962499999999999,0.7481249999999999,Paris Saint-Germain
Raphael Varane,Man United,Center Back,30,2021/22,85,Groin injury,2021-10-11,2021-10-26,win,West Ham,1.0,7.2,lose,Aston Villa,-1.0,6.2,draw,Everton,0.0,6.4,lose,Leicester,-2.0,lose,Liverpool,-5.0,N.A.,N.A.,,win,Tottenham,3,6.2,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,15.0,Moderate,6.6000000000000005,6.2,-0.4000000000000003,1.3333333333333333,3.0,1.6666666666666667,6,6,22.33333333333333,134.0,15.344923156101716,0,16.22222222222222,0.0,1.0,-3.5,3,0.6666666666666666,0.8,0.7266666666666667,0.73,
Raphael Varane,Man United,Center Back,30,2021/22,85,Hamstring injury,2021-11-02,2021-12-22,win,Tottenham,3.0,6.2,draw,Everton,0.0,6.4,lose,Aston Villa,-1.0,6.2,lose,Man City,-2.0,lose,Watford,-3.0,draw,Chelsea,0.0,draw,Newcastle,0,6.6,win,Burnley,2,6.4,lose,Wolves,-1,6.6,50.0,Major,6.266666666666667,6.533333333333334,0.2666666666666675,1.3333333333333333,1.3333333333333333,0.0,6,6,22.33333333333333,134.0,15.344923156101716,0,16.22222222222222,0.6666666666666666,2.081665999466133,-1.6666666666666667,4,0.6666666666666666,0.8,0.7266666666666667,0.73,
Raphael Varane,Man United,Center Back,30,2021/22,85,abdominal problems,2022-02-14,2022-02-18,win,West Ham,1.0,7.2,draw,Burnley,0.0,6.4,draw,Southampton,0.0,6.3,win,Brighton,2.0,N.A.,N.A.,,N.A.,N.A.,,win,Leeds,2,6.3,draw,Watford,0,6.5,win,Tottenham,1,6.2,4.0,Minor,6.633333333333334,6.333333333333333,-0.3000000000000007,1.6666666666666667,2.333333333333333,0.6666666666666667,6,6,22.33333333333333,134.0,15.344923156101716,0,16.22222222222222,0.3333333333333333,0.5773502691896258,2.0,3,0.6666666666666666,0.8,0.7266666666666667,0.73,
Raphael Varane,Man United,Center Back,30,2021/22,85,muscular problems,2022-04-03,2022-04-21,draw,Watford,0.0,6.5,win,Tottenham,1.0,6.2,draw,Leicester,0.0,6.9,lose,Everton,-1.0,win,Norwich City,1.0,lose,Liverpool,-4.0,lose,Arsenal,-2,5.7,draw,Chelsea,0,6.1,win,Brentford,3,8.1,18.0,Moderate,6.533333333333334,6.633333333333333,0.0999999999999987,1.6666666666666667,1.3333333333333333,-0.3333333333333335,6,6,22.33333333333333,134.0,15.344923156101716,0,16.22222222222222,0.3333333333333333,0.5773502691896258,-1.3333333333333333,2,0.6666666666666666,0.8,0.7266666666666667,0.73,
Raphael Varane,Man United,Center Back,31,2022/23,85,Leg injury,2022-10-22,2022-11-14,draw,Newcastle,0.0,6.0,win,Tottenham,2.0,6.9,draw,Chelsea,0.0,6.6,win,West Ham,1.0,lose,Aston Villa,-2.0,win,Fulham,1.0,win,Nottm Forest,3,7.2,win,Wolves,1,6.9,win,Man City,1,6.7,23.0,Major,6.5,6.933333333333334,0.4333333333333335,1.6666666666666667,3.0,1.3333333333333333,6,6,22.33333333333333,134.0,15.344923156101716,0,16.22222222222222,0.6666666666666666,1.1547005383792517,0.0,3,0.7333333333333333,0.8,0.7266666666666667,0.7466666666666666,
Raphael Varane,Man United,Center Back,31,2022/23,85,Foot injury,2023-04-14,2023-05-08,draw,Southampton,0.0,6.5,lose,Newcastle,-2.0,6.0,win,Brentford,1.0,7.3,win,Nottm Forest,2.0,draw,Tottenham,0.0,win,Aston Villa,1.0,win,Wolves,2,6.9,win,Bournemouth,1,7.2,win,Chelsea,3,6.3,24.0,Major,6.6000000000000005,6.800000000000001,0.2000000000000001,1.3333333333333333,3.0,1.6666666666666667,6,6,22.33333333333333,134.0,15.344923156101716,0,16.22222222222222,-0.3333333333333333,1.5275252316519468,1.0,2,0.7333333333333333,0.8,0.7266666666666667,0.7466666666666666,
Christiano Ronaldo,Man United,Center Forward,39,2021/22,90,Hip flexor problems,2022-01-10,2022-01-17,draw,Newcastle,0.0,8.0,win,Burnley,2.0,7.0,lose,Wolves,-1.0,7.0,draw,Aston Villa,0.0,N.A.,N.A.,,N.A.,N.A.,,win,Brentford,2,7.0,win,West Ham,1,7.0,draw,Burnley,0,7.0,7.0,Minor,7.333333333333333,7.0,-0.333333333333333,1.3333333333333333,2.333333333333333,1.0000000000000002,2,1,5.5,11.0,2.1213203435596424,0,60.83333333333333,0.3333333333333333,1.5275252316519468,0.0,3,1.0,0.6,1.905,1.3525,
Christiano Ronaldo,Man United,Center Forward,39,2021/22,90,Hip flexor problems,2022-03-03,2022-03-07,win,Brighton,2.0,7.0,win,Leeds,2.0,6.0,draw,Watford,0.0,7.0,lose,Man City,-3.0,N.A.,N.A.,,N.A.,N.A.,,win,Tottenham,1,7.0,lose,Everton,-1,8.0,win,Norwich City,1,6.0,4.0,Minor,6.666666666666667,7.0,0.333333333333333,2.333333333333333,2.0,-0.3333333333333335,2,1,5.5,11.0,2.1213203435596424,0,60.83333333333333,1.3333333333333333,1.1547005383792517,-3.0,3,1.0,0.6,1.905,1.3525,
Lisandro Martinez,Man United,Center Back,28,2022/23,84,Metatarsal fracture,2023-04-14,2023-06-30,lose,Newcastle,-2.0,6.7,win,Brentford,1.0,7.8,win,Everton,2.0,7.4,win,Nottm Forest,2.0,draw,Tottenham,0.0,win,Aston Villa,1.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,77.0,Severe,7.3,,,2.0,,,1,1,77.0,77.0,,1,4.67948717948718,0.3333333333333333,2.081665999466133,1.0,3,0.5333333333333333,0.8,0.2103846153846154,0.438525641025641,
Christian Eriksen,Man United,Central Midfielder,33,2022/23,83,Ankle injury,2023-01-29,2023-04-06,win,Man City,1.0,5.7,draw,Crystal Palace,0.0,6.0,lose,Arsenal,-1.0,6.3,win,Crystal Palace,1.0,draw,Leeds,0.0,win,Leeds,2.0,win,Everton,2,6.0,win,Nottm Forest,2,7.2,draw,Tottenham,0,7.0,67.0,Severe,6.0,6.733333333333333,0.7333333333333334,1.3333333333333333,2.333333333333333,1.0000000000000002,2,2,46.0,92.0,29.698484809834994,1,7.849462365591399,0.0,1.0,1.0,5,0.8666666666666667,0.5,0.3454838709677419,0.5144086021505376,Tottenham Hotspur
Marcel Sabitzer,Man United,Central Midfielder,32,2022/23,81,unknown injury,2023-03-06,2023-03-14,win,Leeds,2.0,6.0,win,Leicester,3.0,6.9,lose,Liverpool,-7.0,7.0,draw,Southampton,0.0,N.A.,N.A.,,N.A.,N.A.,,lose,Newcastle,-2,6.1,win,Brentford,1,7.1,win,Everton,2,6.4,8.0,Moderate,6.633333333333333,6.533333333333334,-0.0999999999999987,2.0,2.0,0.0,3,3,15.666666666666666,47.0,17.7857620959388,0,22.8125,-0.6666666666666666,5.507570547286101,0.0,2,0.8,0.5,0.804375,0.7271875,RB Leipzig
Marcel Sabitzer,Man United,Central Midfielder,32,2022/23,81,Groin problems,2023-04-16,2023-04-19,lose,Newcastle,-2.0,6.1,win,Brentford,1.0,6.4,win,Everton,2.0,6.4,win,Nottm Forest,2.0,N.A.,N.A.,,N.A.,N.A.,,win,Aston Villa,1,6.3,lose,Brighton,-1,7.0,lose,West Ham,-1,6.3,3.0,Minor,6.3,6.533333333333334,0.2333333333333342,2.0,1.0,-1.0,3,3,15.666666666666666,47.0,17.7857620959388,0,22.8125,0.3333333333333333,2.081665999466133,2.0,3,0.8,0.5,0.804375,0.7271875,RB Leipzig
Marcel Sabitzer,Man United,Central Midfielder,32,2022/23,81,Meniscus injury,2023-05-10,2023-06-15,win,Aston Villa,1.0,6.3,lose,Brighton,-1.0,7.0,lose,West Ham,-1.0,6.3,win,Wolves,2.0,win,Bournemouth,1.0,win,Chelsea,3.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,36.0,Major,6.533333333333334,,,1.0,,,3,3,15.666666666666666,47.0,17.7857620959388,0,22.8125,-0.3333333333333333,1.1547005383792517,2.0,2,0.8,0.5,0.804375,0.7271875,RB Leipzig
Jadon Sancho,Man United,Left Winger,19,2021/22,82,Tonsillitis,2022-04-26,2022-05-08,win,Norwich City,1.0,,lose,Liverpool,-4.0,5.0,lose,Arsenal,-2.0,6.6,draw,Chelsea,0.0,win,Brentford,,lose,Brighton,-4.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,12.0,Moderate,5.8,,,1.0,,,2,2,24.0,48.0,16.97056274847714,0,14.897959183673468,-1.6666666666666667,2.516611478423583,-2.0,2,0.1,0.5,0.526938775510204,0.413469387755102,Borussia Dortmund
Jadon Sancho,Man United,Left Winger,20,2022/23,82,depression,2022-12-26,2023-01-31,draw,Newcastle,0.0,6.0,win,Tottenham,2.0,6.0,draw,Chelsea,0.0,5.9,win,Nottm Forest,3.0,win,Wolves,1.0,win,Bournemouth,3.0,draw,Leeds,0,6.2,win,Leeds,2,6.2,win,Leicester,3,8.0,36.0,Major,5.966666666666666,6.8,0.8333333333333339,1.6666666666666667,2.333333333333333,0.6666666666666667,2,2,24.0,48.0,16.97056274847714,0,14.897959183673468,0.6666666666666666,1.1547005383792517,2.333333333333333,3,0.0,0.5,0.526938775510204,0.388469387755102,Borussia Dortmund
David Raya,Brentford,Goalkeeper,26,2021/22,80,Knee injury,2021-10-25,2022-02-04,win,West Ham,1.0,6.9,lose,Chelsea,-1.0,6.3,lose,Leicester,-1.0,6.5,lose,Burnley,-2.0,lose,Norwich City,-1.0,draw,Newcastle,0.0,lose,Man City,-2,5.5,draw,Crystal Palace,0,7.0,lose,Arsenal,-1,6.5,102.0,Severe,6.566666666666666,6.333333333333333,-0.2333333333333334,1.0,0.3333333333333333,-0.6666666666666667,1,1,102.0,102.0,,1,3.5436893203883493,-0.3333333333333333,1.1547005383792517,-1.0,3,0.4,0.2,0.1763106796116504,0.2381553398058252,
Kristoffer Ajer,Brentford,Center Back,24,2021/22,76,Hamstring injury,2022-07-09,2022-08-31,win,Southampton,3.0,8.1,win,Everton,1.0,6.0,lose,Leeds,-1.0,7.0,draw,Leicester,0.0,win,Man United,4.0,lose,Fulham,-1.0,lose,Arsenal,-3,7.4,draw,Bournemouth,0,7.0,lose,Newcastle,-4,5.5,53.0,Major,7.033333333333334,6.633333333333333,-0.4000000000000012,2.0,0.3333333333333333,-1.6666666666666667,3,3,37.333333333333336,112.0,20.5993527406405,0,9.690265486725664,1.0,2.0,1.0,2,0.2666666666666666,0.8,0.4107079646017699,0.4720206489675516,
Kristoffer Ajer,Brentford,Center Back,26,2023/24,76,Foot injury,2023-12-02,2024-01-16,win,West Ham,1.0,5.5,lose,Liverpool,-3.0,5.1,lose,Arsenal,-1.0,5.9,win,Luton Town,2.0,lose,Brighton,-1.0,lose,Sheffield,-1.0,win,Nottm Forest,1,6.1,lose,Tottenham,-1,6.0,lose,Man City,-2,6.0,45.0,Major,5.5,6.033333333333334,0.5333333333333341,1.0,1.0,0.0,3,3,37.333333333333336,112.0,20.5993527406405,0,9.690265486725664,-1.0,2.0,0.0,3,0.4,0.8,0.4107079646017699,0.505353982300885,
Kristoffer Ajer,Brentford,Center Back,26,2023/24,76,Calf strain,2024-04-06,2024-04-20,draw,Man United,0.0,7.6,draw,Brighton,0.0,6.7,draw,Aston Villa,0.0,5.6,win,Sheffield,2.0,N.A.,N.A.,,N.A.,N.A.,,win,Luton Town,4,7.0,lose,Everton,-1,6.2,draw,Fulham,0,6.9,14.0,Moderate,6.633333333333333,6.7,0.0666666666666673,1.0,1.3333333333333333,0.3333333333333332,3,3,37.333333333333336,112.0,20.5993527406405,0,9.690265486725664,0.0,0.0,2.0,4,0.4,0.8,0.4107079646017699,0.505353982300885,
Ethan Pinnock,Brentford,Center Back,29,2023/24,79,Ankle injury,2024-02-10,2024-04-13,lose,Tottenham,-1.0,6.0,lose,Man City,-2.0,5.6,win,Wolves,2.0,6.9,lose,Liverpool,-3.0,lose,Man City,-1.0,lose,West Ham,-2.0,win,Sheffield,2,6.2,win,Luton Town,4,7.1,lose,Everton,-1,6.4,63.0,Severe,6.166666666666667,6.566666666666667,0.4000000000000003,1.0,2.0,1.0,1,1,63.0,63.0,,1,5.703125,-0.3333333333333333,2.081665999466133,-2.0,4,0.6,0.8,0.24109375,0.470546875,
Rico Henry,Brentford,Left Back,24,2023/24,75,Knee injury,2023-09-16,2024-10-05,draw,Crystal Palace,0.0,5.6,draw,Bournemouth,0.0,6.2,lose,Newcastle,-1.0,6.0,lose,Everton,-2.0,draw,Nottm Forest,0.0,lose,Man United,-1.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,385.0,Severe,5.933333333333334,,,0.6666666666666666,,,1,1,385.0,385.0,,1,0.9455958549222798,-0.3333333333333333,0.5773502691896258,-1.0,2,0.2666666666666666,0.7,0.0983678756476683,0.2908506044905008,
Christian Norgaard,Brentford,Defensive Midfielder,30,2023/24,77,Foot injury,2024-01-05,2024-01-30,lose,Aston Villa,-1.0,6.9,lose,Wolves,-3.0,7.1,lose,Crystal Palace,-2.0,6.3,win,Nottm Forest,1.0,N.A.,N.A.,,N.A.,N.A.,,lose,Tottenham,-1,7.1,lose,Man City,-2,6.2,win,Wolves,1,7.1,25.0,Major,6.766666666666667,6.8,0.0333333333333332,0.0,1.0,1.0,2,2,31.5,63.0,9.192388155425116,0,11.40625,-2.0,1.0,1.0,2,0.6666666666666666,,0.4221875,,
Christian Norgaard,Brentford,Defensive Midfielder,30,2023/24,77,Back injury,2024-03-09,2024-04-16,lose,West Ham,-2.0,6.8,draw,Chelsea,0.0,7.5,lose,Arsenal,-1.0,5.7,lose,Burnley,-1.0,draw,Man United,0.0,draw,Brighton,0.0,win,Luton Town,4,6.1,lose,Everton,-1,6.5,draw,Fulham,0,6.4,38.0,Major,6.666666666666667,6.333333333333333,-0.3333333333333339,0.3333333333333333,1.3333333333333333,1.0,2,2,31.5,63.0,9.192388155425116,0,11.40625,-1.0,1.0,-0.3333333333333333,3,0.6666666666666666,,0.4221875,,
Vitaly Janelt,Brentford,Defensive Midfielder,24,2022/23,76,Knee injury,2023-03-15,2023-04-06,win,Fulham,1.0,5.6,lose,Everton,-1.0,7.5,win,Southampton,2.0,5.8,draw,Leicester,0.0,draw,Brighton,0.0,lose,Man United,-1.0,lose,Newcastle,-1,6.2,lose,Wolves,-2,5.8,draw,Aston Villa,0,5.9,22.0,Major,6.3,5.966666666666666,-0.3333333333333339,2.0,0.3333333333333333,-1.6666666666666667,1,1,22.0,22.0,,0,15.869565217391305,0.6666666666666666,1.5275252316519463,-0.3333333333333333,2,0.2666666666666666,,0.5160869565217392,,
Christian Eriksen,Brentford,Central Midfielder,30,2021/22,81,Fitness,2022-01-31,2022-02-25,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,lose,Man City,-2.0,draw,Crystal Palace,0.0,lose,Arsenal,-1.0,lose,Newcastle,-2,5.4,win,Norwich City,2,5.2,win,Burnley,2,7.3,25.0,Major,,5.966666666666668,,,2.0,,2,2,46.0,92.0,29.698484809834994,1,7.849462365591399,,,-1.0,2,0.6666666666666666,0.5,0.3454838709677419,0.4644086021505376,Tottenham Hotspur
Mathias Jensen,Brentford,Central Midfielder,26,2021/22,77,Leg injury,2021-07-07,2021-08-31,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,win,Arsenal,2.0,draw,Crystal Palace,0.0,N.A.,N.A.,,draw,Aston Villa,0,6.2,lose,Brighton,-1,6.1,N.A.,N.A.,N.A.,,55.0,Major,,6.15,,,0.5,,1,1,55.0,55.0,,0,6.517857142857142,,,1.0,2,0.4,0.5,0.2355357142857142,0.3427678571428571,Celta de Vigo
Josh Dasilva,Brentford,Central Midfielder,23,2023/24,73,Hamstring injury,2023-08-19,2024-01-04,win,Fulham,3.0,6.1,N.A.,N.A.,,,N.A.,N.A.,,,draw,Crystal Palace,0.0,draw,Bournemouth,0.0,lose,Newcastle,-1.0,win,Nottm Forest,1,6.1,lose,Tottenham,-1,6.0,N.A.,N.A.,N.A.,,138.0,Severe,6.1,6.05,-0.0499999999999998,3.0,1.5,-1.5,3,3,219.0,657.0,160.6268968759591,3,1.6641337386018236,3.0,,-0.3333333333333333,2,0.2,0.5,0.2599240121580547,0.3049620060790273,
Josh Dasilva,Brentford,Central Midfielder,23,2023/24,73,Ankle injury,2023-12-06,2024-03-30,win,Fulham,3.0,6.1,N.A.,N.A.,,,N.A.,N.A.,,,lose,Brighton,-1.0,lose,Sheffield,-1.0,lose,Aston Villa,-1.0,win,Nottm Forest,1,6.1,lose,Tottenham,-1,6.0,N.A.,N.A.,N.A.,,115.0,Severe,6.1,6.05,-0.0499999999999998,3.0,1.5,-1.5,3,3,219.0,657.0,160.6268968759591,3,1.6641337386018236,3.0,,-1.0,2,0.2,0.5,0.2599240121580547,0.3049620060790273,
Josh Dasilva,Brentford,Central Midfielder,23,2023/24,73,Knee surgery,2024-02-05,2025-03-15,win,Nottm Forest,1.0,6.1,lose,Tottenham,-1.0,6.0,N.A.,N.A.,,,lose,Man City,-2.0,win,Wolves,2.0,lose,Liverpool,-3.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,404.0,Severe,6.05,,,1.5,,,3,3,219.0,657.0,160.6268968759591,3,1.6641337386018236,0.0,1.4142135623730951,-1.0,1,0.2,0.5,0.2599240121580547,0.3049620060790273,
Frank Onyeka,Brentford,Central Midfielder,24,2021/22,73,Ankle injury,2022-03-25,2022-05-16,lose,Man City,-2.0,6.0,win,Norwich City,2.0,6.2,win,Burnley,2.0,6.1,win,Chelsea,3.0,win,West Ham,2.0,win,Watford,1.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,52.0,Major,6.099999999999999,,,2.0,,,2,2,33.5,67.0,26.16295090390226,0,10.735294117647058,0.6666666666666666,2.309401076758504,2.0,5,0.2666666666666666,0.5,0.4020588235294117,0.3926960784313725,
Frank Onyeka,Brentford,Central Midfielder,25,2022/23,73,Thigh problems,2023-03-25,2023-04-09,lose,Everton,-1.0,5.6,win,Southampton,2.0,5.6,N.A.,N.A.,,,draw,Brighton,0.0,lose,Man United,-1.0,lose,Newcastle,-1.0,draw,Aston Villa,0,5.7,win,Chelsea,2,6.0,win,Nottm Forest,1,6.8,15.0,Moderate,5.6,6.166666666666667,0.5666666666666673,1.5,2.333333333333333,0.8333333333333335,2,2,33.5,67.0,26.16295090390226,0,10.735294117647058,0.5,2.1213203435596424,-0.6666666666666666,2,0.3333333333333333,0.5,0.4020588235294117,0.4093627450980391,
