Name,Team Name,Position,Age,Season,FIFA rating,Injury,Date of Injury,Date of return,Match1_before_injury_Result,Match1_before_injury_Opposition,Match1_before_injury_GD,Match1_before_injury_Player_rating,Match2_before_injury_Result,Match2_before_injury_Opposition,Match2_before_injury_GD,Match2_before_injury_Player_rating,Match3_before_injury_Result,Match3_before_injury_Opposition,Match3_before_injury_GD,Match3_before_injury_Player_rating,Match1_missed_match_Result,Match1_missed_match_Opposition,Match1_missed_match_GD,Match2_missed_match_Result,Match2_missed_match_Opposition,Match2_missed_match_GD,Match3_missed_match_Result,Match3_missed_match_Opposition,Match3_missed_match_GD,Match1_after_injury_Result,Match1_after_injury_Opposition,Match1_after_injury_GD,Match1_after_injury_Player_rating,Match2_after_injury_Result,Match2_after_injury_Opposition,Match2_after_injury_GD,Match2_after_injury_Player_rating,Match3_after_injury_Result,Match3_after_injury_Opposition,Match3_after_injury_GD,Match3_after_injury_Player_rating,Injury_Duration,Injury_Severity,Avg_Rating_Before_Injury,Avg_Rating_After_Return,Performance_Impact,Form_Before_Injury,Form_After_Return,Form_Impact,Total_Injuries,Unique_Injury_Types,Avg_Injury_Duration,Total_Days_Injured,Injury_Duration_Std,Severe_Injuries,Injury_Frequency,Pre_Injury_GD_Trend,Pre_Injury_GD_Volatility,Team_Performance_During_Absence,Recent_Opposition_Strength,Age_Risk_Score,Position_Risk_Score,History_Risk_Score,Overall_Risk_Score,Club
Brandon Williams,Man United,Left Back,19,2019/20,72,Head injury,2020-07-14,2020-07-18,win,Brighton,3.0,6.4,win,Aston Villa,3.0,6.2,draw,Southampton,0.0,6.0,win,Crystal Palace,2.0,N.A.,N.A.,,N.A.,N.A.,,draw,West Ham,0,5.6,win,Leicester,2,6.1,N.A.,N.A.,N.A.,,4.0,Minor,6.2,5.85,-0.3500000000000005,2.333333333333333,2.0,-0.3333333333333335,1,1,4.0,4.0,,0,73.0,2.0,1.7320508075688772,2.0,3,0.1,0.7,2.2299999999999995,1.3149999999999995,
Aaron Wan-Bissaka,Man United,Right Back,22,2019/20,80,Tonsillitis,2019-09-27,2019-10-19,draw,Southampton,0.0,7.6,win,Leicester,1.0,6.3,lose,West Ham,-2.0,6.6,draw,Arsenal,0.0,lose,Newcastle,-1.0,N.A.,N.A.,,draw,Liverpool,0,6.1,win,Norwich City,2,7.3,lose,Bournemouth,-1,6.7,22.0,Major,6.833333333333333,6.699999999999999,-0.1333333333333337,1.3333333333333333,1.3333333333333333,0.0,4,4,19.75,79.0,17.114808402861737,0,18.25,-0.3333333333333333,1.5275252316519468,-0.5,2,0.1333333333333333,0.7,0.7074999999999999,0.5620833333333333,Crystal Palace
Aaron Wan-Bissaka,Man United,Right Back,23,2021/22,80,Hand injury,2021-11-29,2021-12-04,lose,Man City,-2.0,6.0,lose,Watford,-3.0,6.1,draw,Chelsea,0.0,6.0,win,Arsenal,1.0,N.A.,N.A.,,N.A.,N.A.,,win,Burnley,2,6.3,lose,Wolves,-1,6.4,N.A.,N.A.,N.A.,,5.0,Minor,6.033333333333334,6.35,0.3166666666666655,0.3333333333333333,1.5,1.1666666666666667,4,4,19.75,79.0,17.114808402861737,0,18.25,-1.6666666666666667,1.5275252316519468,1.0,5,0.2,0.7,0.7074999999999999,0.5787499999999999,Crystal Palace
Aaron Wan-Bissaka,Man United,Right Back,23,2021/22,80,Ill,2022-01-14,2022-01-23,win,Burnley,2.0,6.3,lose,Wolves,-1.0,6.4,N.A.,N.A.,,,draw,Aston Villa,0.0,win,Brentford,2.0,win,West Ham,1.0,win,Leeds,2,5.9,draw,Watford,0,6.1,lose,Man City,-3,6.0,9.0,Moderate,6.35,6.0,-0.3499999999999996,1.5,1.3333333333333333,-0.1666666666666667,4,4,19.75,79.0,17.114808402861737,0,18.25,0.5,2.1213203435596424,1.0,1,0.2,0.7,0.7074999999999999,0.5787499999999999,Crystal Palace
Aaron Wan-Bissaka,Man United,Right Back,24,2022/23,80,Back problems,2022-09-12,2022-10-25,win,Liverpool,1.0,6.0,N.A.,N.A.,,,N.A.,N.A.,,,lose,Man City,-3.0,win,Everton,1.0,draw,Newcastle,0.0,win,Nottm Forest,3,7.8,win,Wolves,1,6.7,win,Bournemouth,4,6.7,43.0,Major,6.0,7.066666666666666,1.0666666666666664,3.0,3.0,0.0,4,4,19.75,79.0,17.114808402861737,0,18.25,1.0,,-0.6666666666666666,5,0.2666666666666666,0.7,0.7074999999999999,0.5954166666666666,Crystal Palace
Nemanja Matic,Man United,Defensive Midfielder,31,2019/20,80,unknown injury,2019-10-20,2019-12-11,draw,Southampton,0.0,6.6,win,Leicester,1.0,6.4,lose,West Ham,-2.0,6.4,draw,Liverpool,0.0,win,Norwich City,2.0,lose,Bournemouth,-1.0,win,Burnley,2,7.1,lose,Arsenal,-2,6.6,win,Norwich City,4,7.6,52.0,Major,6.466666666666666,7.099999999999999,0.6333333333333329,1.3333333333333333,2.0,0.6666666666666667,2,2,30.0,60.0,31.11269837220809,0,11.9672131147541,-0.3333333333333333,1.5275252316519468,0.3333333333333333,2,0.7333333333333333,0.6,0.439016393442623,0.5528415300546448,Manchester United
Nemanja Matic,Man United,Defensive Midfielder,32,2021/22,80,Shin injury,2022-02-10,2022-02-18,lose,Wolves,-1.0,7.1,draw,Aston Villa,0.0,6.5,win,Brentford,2.0,6.0,draw,Southampton,0.0,win,Brighton,2.0,N.A.,N.A.,,draw,Watford,0,6.0,win,Tottenham,1,6.7,draw,Leicester,0,6.0,8.0,Moderate,6.533333333333334,6.233333333333333,-0.3000000000000007,1.3333333333333333,1.6666666666666667,0.3333333333333335,2,2,30.0,60.0,31.11269837220809,0,11.9672131147541,0.3333333333333333,1.5275252316519468,1.0,3,0.8,0.6,0.439016393442623,0.5695081967213115,Manchester United
Paul Pogba,Man United,Central Midfielder,27,2019/20,85,Ankle problems,2019-09-30,2019-12-23,draw,Wolves,0.0,6.7,lose,Crystal Palace,-1.0,6.9,draw,Southampton,0.0,6.4,win,Leicester,1.0,lose,West Ham,-2.0,N.A.,N.A.,,draw,Arsenal,0,6.6,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,84.0,Severe,6.666666666666667,6.6,-0.0666666666666673,0.6666666666666666,1.0,0.3333333333333333,6,4,71.66666666666667,430.0,53.500155763013126,3,5.081206496519721,-0.3333333333333333,0.5773502691896258,-0.5,3,0.4666666666666667,0.5,0.4824361948955916,0.4828847641144624,Manchester United
Paul Pogba,Man United,Central Midfielder,27,2019/20,85,Ankle problems,2019-12-26,2020-06-08,draw,Arsenal,0.0,6.6,N.A.,N.A.,,,N.A.,N.A.,,,lose,Newcastle,-1.0,draw,Liverpool,0.0,win,West Ham,2.0,lose,Watford,-2,6.5,win,Newcastle,3,7.2,N.A.,N.A.,N.A.,,165.0,Severe,6.6,6.85,0.25,1.0,1.5,0.5,6,4,71.66666666666667,430.0,53.500155763013126,3,5.081206496519721,0.0,,0.3333333333333333,4,0.4666666666666667,0.5,0.4824361948955916,0.4828847641144624,Manchester United
Paul Pogba,Man United,Central Midfielder,28,2020/21,85,Ankle injury,2020-11-16,2020-12-03,draw,Chelsea,0.0,6.7,lose,Arsenal,-1.0,6.0,win,Everton,2.0,6.0,win,West Brom,1.0,win,Southampton,1.0,N.A.,N.A.,,win,West Ham,2,8.7,draw,Man City,0,6.6,win,Sheffield,1,7.6,17.0,Moderate,6.233333333333333,7.633333333333333,1.3999999999999997,1.3333333333333333,2.333333333333333,1.0000000000000002,6,4,71.66666666666667,430.0,53.500155763013126,3,5.081206496519721,0.3333333333333333,1.5275252316519468,1.0,4,0.5333333333333333,0.5,0.4824361948955916,0.4995514307811291,Manchester United
Paul Pogba,Man United,Central Midfielder,28,2020/21,85,Hamstring injury,2021-02-04,2021-03-18,lose,Sheffield,-1.0,7.6,draw,Arsenal,0.0,6.0,draw,Everton,0.0,6.0,draw,West Brom,0.0,win,Newcastle,2.0,draw,Chelsea,0.0,win,Brighton,1,8.1,win,Tottenham,2,7.8,win,Burnley,2,7.8,42.0,Major,6.533333333333334,7.899999999999999,1.3666666666666654,0.6666666666666666,3.0,2.333333333333333,6,4,71.66666666666667,430.0,53.500155763013126,3,5.081206496519721,-0.3333333333333333,0.5773502691896258,0.6666666666666666,1,0.5333333333333333,0.5,0.4824361948955916,0.4995514307811291,Manchester United
Paul Pogba,Man United,Central Midfielder,28,2021/22,85,Hamstring injury,2021-11-08,2022-02-03,draw,Everton,0.0,6.3,lose,Leicester,-2.0,6.3,lose,Liverpool,-5.0,6.0,draw,Chelsea,0.0,win,Arsenal,1.0,win,Crystal Palace,1.0,draw,Burnley,0,7.5,draw,Southampton,0,7.1,win,Brighton,2,7.4,87.0,Severe,6.2,7.333333333333333,1.1333333333333329,0.3333333333333333,1.6666666666666667,1.3333333333333337,6,4,71.66666666666667,430.0,53.500155763013126,3,5.081206496519721,-2.333333333333333,2.516611478423584,0.6666666666666666,2,0.5333333333333333,0.5,0.4824361948955916,0.4995514307811291,Manchester United
Paul Pogba,Man United,Central Midfielder,28,2021/22,85,Calf injury,2022-04-18,2022-05-23,lose,Everton,-1.0,6.3,win,Norwich City,1.0,6.0,lose,Liverpool,-4.0,6.0,lose,Arsenal,-2.0,draw,Chelsea,0.0,win,Brentford,3.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,35.0,Major,6.1000000000000005,,,1.0,,,6,4,71.66666666666667,430.0,53.500155763013126,3,5.081206496519721,-1.3333333333333333,2.516611478423583,0.3333333333333333,2,0.5333333333333333,0.5,0.4824361948955916,0.4995514307811291,Manchester United
Scott McToMinay,Man United,Central Midfielder,23,2019/20,79,Knee injury,2019-11-11,2019-12-04,win,Norwich City,2.0,7.4,lose,Bournemouth,-1.0,5.6,win,Brighton,2.0,7.9,draw,Sheffield,0.0,draw,Aston Villa,0.0,N.A.,N.A.,,win,Tottenham,1,6.9,win,Man City,1,6.9,draw,Everton,0,7.2,23.0,Major,6.966666666666666,7.0,0.0333333333333341,2.0,2.333333333333333,0.3333333333333335,8,6,23.0,184.0,15.964245765370276,0,15.783783783783784,1.0,1.7320508075688772,0.0,2,0.2,0.5,0.7935135135135135,0.5717567567567567,
Scott McToMinay,Man United,Central Midfielder,23,2019/20,79,Knee injury,2019-12-27,2020-02-22,draw,Everton,0.0,7.2,lose,Watford,-2.0,6.4,win,Newcastle,3.0,6.1,win,Burnley,2.0,lose,Arsenal,-2.0,win,Norwich City,4.0,win,Watford,3,6.4,draw,Everton,0,7.2,win,Man City,2,6.9,57.0,Major,6.566666666666667,6.833333333333333,0.2666666666666657,1.3333333333333333,2.333333333333333,1.0000000000000002,8,6,23.0,184.0,15.964245765370276,0,15.783783783783784,0.3333333333333333,2.516611478423584,1.3333333333333333,2,0.2,0.5,0.7935135135135135,0.5717567567567567,
Scott McToMinay,Man United,Central Midfielder,24,2020/21,79,bruise,2020-11-22,2020-12-01,lose,Arsenal,-1.0,6.5,win,Everton,2.0,6.7,win,West Brom,1.0,7.1,win,Southampton,1.0,N.A.,N.A.,,N.A.,N.A.,,win,West Ham,2,6.8,draw,Man City,0,6.8,win,Sheffield,1,6.0,9.0,Moderate,6.766666666666666,6.533333333333334,-0.2333333333333316,2.0,2.333333333333333,0.3333333333333335,8,6,23.0,184.0,15.964245765370276,0,15.783783783783784,0.6666666666666666,1.5275252316519463,1.0,4,0.2666666666666666,0.5,0.7935135135135135,0.5884234234234234,
Scott McToMinay,Man United,Central Midfielder,24,2020/21,79,Knock,2021-02-18,2021-02-26,win,Southampton,9.0,8.3,draw,Everton,0.0,7.9,draw,West Brom,0.0,7.1,win,Newcastle,2.0,N.A.,N.A.,,N.A.,N.A.,,draw,Chelsea,0,6.9,draw,Crystal Palace,0,6.1,win,Man City,2,6.8,8.0,Moderate,7.766666666666668,6.6000000000000005,-1.166666666666668,1.6666666666666667,1.6666666666666667,0.0,8,6,23.0,184.0,15.964245765370276,0,15.783783783783784,3.0,5.196152422706632,2.0,2,0.2666666666666666,0.5,0.7935135135135135,0.5884234234234234,
Scott McToMinay,Man United,Central Midfielder,24,2021/22,79,Groin injury,2021-08-26,2021-09-16,win,Leeds,4.0,6.0,draw,Southampton,0.0,6.2,N.A.,N.A.,,,win,Wolves,1.0,win,Newcastle,2.0,N.A.,N.A.,,win,West Ham,1,6.6,lose,Aston Villa,-1,6.3,draw,Everton,0,6.9,21.0,Moderate,6.1,6.599999999999999,0.4999999999999991,2.0,1.3333333333333333,-0.6666666666666667,8,6,23.0,184.0,15.964245765370276,0,15.783783783783784,2.0,2.8284271247461903,1.5,2,0.2666666666666666,0.5,0.7935135135135135,0.5884234234234234,
Scott McToMinay,Man United,Central Midfielder,25,2021/22,79,Foot injury,2022-04-06,2022-04-18,win,Leeds,2.0,6.0,lose,Man City,-3.0,6.6,draw,Leicester,0.0,6.6,lose,Everton,-1.0,win,Norwich City,1.0,N.A.,N.A.,,lose,Arsenal,-2,5.7,draw,Chelsea,0,6.9,win,Brentford,3,7.9,12.0,Moderate,6.4,6.833333333333333,0.4333333333333335,1.3333333333333333,1.3333333333333333,0.0,8,6,23.0,184.0,15.964245765370276,0,15.783783783783784,-0.3333333333333333,2.516611478423584,0.0,2,0.3333333333333333,0.5,0.7935135135135135,0.6050900900900901,
Scott McToMinay,Man United,Central Midfielder,26,2022/23,79,unknown injury,2023-01-27,2023-02-18,win,Man City,1.0,6.2,draw,Crystal Palace,0.0,6.0,lose,Arsenal,-1.0,6.9,win,Crystal Palace,1.0,draw,Leeds,0.0,win,Leeds,2.0,win,Leicester,3,6.7,lose,Liverpool,-7,4.9,draw,Southampton,0,6.1,22.0,Major,6.366666666666667,5.900000000000001,-0.4666666666666659,1.3333333333333333,1.3333333333333333,0.0,8,6,23.0,184.0,15.964245765370276,0,15.783783783783784,0.0,1.0,1.0,5,0.4,0.5,0.7935135135135135,0.6217567567567568,
Scott McToMinay,Man United,Central Midfielder,26,2022/23,79,unknown injury,2023-04-09,2023-05-11,lose,Newcastle,-2.0,6.0,win,Brentford,1.0,6.1,win,Everton,2.0,6.4,win,Nottm Forest,2.0,draw,Tottenham,0.0,win,Aston Villa,1.0,win,Bournemouth,1,6.2,win,Chelsea,3,6.6,win,Fulham,1,6.6,32.0,Major,6.166666666666667,6.466666666666666,0.2999999999999989,2.0,3.0,1.0,8,6,23.0,184.0,15.964245765370276,0,15.783783783783784,0.3333333333333333,2.081665999466133,1.0,3,0.4,0.5,0.7935135135135135,0.6217567567567568,
Fred,Man United,Central Midfielder,27,2021/22,79,Coronavirus,2022-02-07,2022-02-14,draw,Aston Villa,0.0,6.0,win,Brentford,2.0,6.0,win,West Ham,1.0,6.0,draw,Burnley,0.0,draw,Southampton,0.0,N.A.,N.A.,,win,Brighton,2,6.0,win,Leeds,2,6.0,draw,Watford,0,6.0,7.0,Minor,6.0,6.0,0.0,2.333333333333333,2.333333333333333,0.0,2,2,14.0,28.0,9.899494936611664,0,25.17241379310345,1.0,1.0,0.0,2,0.4666666666666667,0.5,0.8351724137931035,0.6592528735632184,Manchester United
Fred,Man United,Central Midfielder,27,2021/22,79,Hip flexor problems,2022-04-09,2022-04-30,win,Tottenham,1.0,6.2,draw,Leicester,0.0,6.0,lose,Everton,-1.0,6.0,win,Norwich City,1.0,lose,Liverpool,-4.0,lose,Arsenal,-2.0,win,Brentford,3,6.0,lose,Brighton,-4,6.0,lose,Crystal Palace,-1,6.4,21.0,Moderate,6.066666666666666,6.133333333333333,0.0666666666666664,1.3333333333333333,1.0,-0.3333333333333332,2,2,14.0,28.0,9.899494936611664,0,25.17241379310345,0.0,1.0,-1.6666666666666667,4,0.4666666666666667,0.5,0.8351724137931035,0.6592528735632184,Manchester United
Bruno Fernandes,Man United,Attacking Midfielder,25,2021/22,88,Ill,2022-03-12,2022-03-14,win,Leeds,2.0,6.0,draw,Watford,0.0,0.0,lose,Man City,-3.0,5.8,win,Tottenham,1.0,N.A.,N.A.,,N.A.,N.A.,,draw,Leicester,0,7.5,lose,Everton,-1,7.7,win,Norwich City,1,7.0,2.0,Minor,3.9333333333333336,7.399999999999999,3.466666666666666,1.3333333333333333,1.3333333333333333,0.0,1,1,2.0,2.0,,0,121.66666666666666,-0.3333333333333333,2.516611478423584,1.0,2,0.3333333333333333,0.4,3.689999999999999,2.028333333333333,
Jesse Lingard,Man United,Attacking Midfielder,27,2019/20,78,Ill,2019-09-07,2019-09-18,draw,Wolves,0.0,6.2,lose,Crystal Palace,-1.0,5.7,draw,Southampton,0.0,6.1,win,Leicester,1.0,N.A.,N.A.,,N.A.,N.A.,,lose,West Ham,-2,5.5,draw,Arsenal,0,5.5,N.A.,N.A.,N.A.,,11.0,Moderate,6.0,5.5,-0.5,0.6666666666666666,0.5,-0.1666666666666666,3,2,11.666666666666666,35.0,7.023769168568492,0,30.416666666666664,-0.3333333333333333,0.5773502691896258,1.0,3,0.4666666666666667,0.4,1.0325,0.7329166666666667,Manchester United
Jesse Lingard,Man United,Attacking Midfielder,27,2019/20,78,Hamstring injury,2019-10-04,2019-10-23,lose,West Ham,-2.0,5.5,draw,Arsenal,0.0,5.5,N.A.,N.A.,,,lose,Newcastle,-1.0,draw,Liverpool,0.0,N.A.,N.A.,,win,Norwich City,2,6.1,lose,Bournemouth,-1,6.0,win,Brighton,2,6.5,19.0,Moderate,5.5,6.2,0.7000000000000002,0.5,2.0,1.5,3,2,11.666666666666666,35.0,7.023769168568492,0,30.416666666666664,-1.0,1.4142135623730951,-0.5,3,0.4666666666666667,0.4,1.0325,0.7329166666666667,Manchester United
Jesse Lingard,Man United,Attacking Midfielder,27,2019/20,78,Ill,2020-01-09,2020-01-14,win,Newcastle,3.0,6.7,win,Burnley,2.0,6.1,lose,Arsenal,-2.0,5.7,win,Norwich City,4.0,N.A.,N.A.,,N.A.,N.A.,,lose,Burnley,-2,6.1,draw,Wolves,0,6.2,N.A.,N.A.,N.A.,,5.0,Minor,6.166666666666667,6.15,-0.0166666666666666,2.0,0.5,-1.5,3,2,11.666666666666666,35.0,7.023769168568492,0,30.416666666666664,1.0,2.6457513110645907,4.0,3,0.4666666666666667,0.4,1.0325,0.7329166666666667,Manchester United
Juan Mata,Man United,Attacking Midfielder,32,2020/21,78,Muscle injury,2021-02-25,2021-04-03,win,Newcastle,2.0,6.0,N.A.,N.A.,,,N.A.,N.A.,,,draw,Chelsea,0.0,draw,Crystal Palace,0.0,win,Man City,2.0,lose,Leicester,-1,5.9,win,Wolves,1,7.3,N.A.,N.A.,N.A.,,37.0,Major,6.0,6.6,0.5999999999999996,3.0,1.5,-1.5,1,1,37.0,37.0,,0,9.605263157894736,2.0,,0.6666666666666666,3,0.8,0.4,0.3281578947368421,0.4640789473684211,Manchester United
Marcus Rashford,Man United,Left Winger,22,2019/20,85,Back injury,2020-01-16,2020-06-05,win,Burnley,2.0,7.5,lose,Arsenal,-2.0,5.8,win,Norwich City,4.0,9.0,lose,Liverpool,-2.0,lose,Burnley,-2.0,draw,Wolves,0.0,draw,Tottenham,0,6.2,win,Sheffield,3,8.3,win,Brighton,3,6.3,141.0,Severe,7.433333333333334,6.933333333333334,-0.5,2.0,2.333333333333333,0.3333333333333335,6,6,46.16666666666666,277.0,57.04880951138829,2,7.8776978417266195,1.3333333333333333,3.055050463303893,-1.3333333333333333,1,0.1333333333333333,0.5,0.5363309352517985,0.4264988009592326,Manchester United
Marcus Rashford,Man United,Left Winger,23,2021/22,85,Shoulder injury,2021-07-14,2021-10-15,N.A.,N.A.,,,N.A.,N.A.,,,N.A.,N.A.,,,win,Leeds,4.0,draw,Southampton,0.0,win,Wolves,1.0,lose,Leicester,-2,5.7,lose,Liverpool,-5,5.8,win,Tottenham,3,5.9,93.0,Severe,,5.8,,,1.0,,6,6,46.16666666666666,277.0,57.04880951138829,2,7.8776978417266195,,,1.6666666666666667,2,0.2,0.5,0.5363309352517985,0.4431654676258992,Manchester United
Marcus Rashford,Man United,Left Winger,24,2021/22,85,Dead leg,2022-01-13,2022-01-17,win,Norwich City,1.0,6.0,draw,Newcastle,0.0,6.9,lose,Wolves,-1.0,7.0,draw,Aston Villa,0.0,N.A.,N.A.,,N.A.,N.A.,,win,Brentford,2,7.2,win,West Ham,1,7.0,draw,Burnley,0,6.4,4.0,Minor,6.633333333333333,6.866666666666667,0.2333333333333342,1.3333333333333333,2.333333333333333,1.0000000000000002,6,6,46.16666666666666,277.0,57.04880951138829,2,7.8776978417266195,0.0,1.0,0.0,2,0.2666666666666666,0.5,0.5363309352517985,0.4598321342925659,Manchester United
Marcus Rashford,Man United,Left Winger,24,2021/22,85,bronchitis,2022-05-04,2022-05-19,lose,Liverpool,-4.0,5.8,lose,Arsenal,-2.0,6.0,draw,Chelsea,0.0,5.3,lose,Brighton,-4.0,lose,Crystal Palace,-1.0,N.A.,N.A.,,lose,Brighton,-1,6.0,lose,Brentford,-4,6.0,win,Liverpool,2,5.8,15.0,Moderate,5.7,5.933333333333334,0.2333333333333334,0.3333333333333333,1.0,0.6666666666666667,6,6,46.16666666666666,277.0,57.04880951138829,2,7.8776978417266195,-2.0,2.0,-2.5,5,0.2666666666666666,0.5,0.5363309352517985,0.4598321342925659,Manchester United
Marcus Rashford,Man United,Left Winger,24,2022/23,85,Muscle injury,2023-04-08,2023-04-19,lose,Newcastle,-2.0,6.0,win,Brentford,1.0,6.2,win,Everton,2.0,6.7,win,Nottm Forest,2.0,N.A.,N.A.,,N.A.,N.A.,,draw,Tottenham,0,6.6,win,Aston Villa,1,5.9,lose,Brighton,-1,6.5,11.0,Moderate,6.3,6.333333333333333,0.0333333333333332,2.0,1.3333333333333333,-0.6666666666666667,6,6,46.16666666666666,277.0,57.04880951138829,2,7.8776978417266195,0.3333333333333333,2.081665999466133,2.0,3,0.2666666666666666,0.5,0.5363309352517985,0.4598321342925659,Manchester United
Marcus Rashford,Man United,Left Winger,25,2022/23,85,Leg injury,2023-05-11,2023-05-24,win,Aston Villa,1.0,5.9,lose,Brighton,-1.0,6.5,lose,West Ham,-1.0,6.6,win,Wolves,2.0,win,Bournemouth,1.0,N.A.,N.A.,,win,Chelsea,3,7.7,win,Fulham,1,6.5,N.A.,N.A.,N.A.,,13.0,Moderate,6.333333333333333,7.1,0.7666666666666666,1.0,3.0,2.0,6,6,46.16666666666666,277.0,57.04880951138829,2,7.8776978417266195,-0.3333333333333333,1.1547005383792517,1.5,2,0.3333333333333333,0.5,0.5363309352517985,0.4764988009592326,Manchester United
Mason Greenwood,Man United,Right Winger,18,2019/20,78,Tonsillitis,2019-09-20,2019-09-23,draw,Wolves,0.0,6.1,lose,Crystal Palace,-1.0,5.5,draw,Southampton,0.0,5.1,lose,West Ham,-2.0,N.A.,N.A.,,N.A.,N.A.,,draw,Arsenal,0,5.7,lose,Newcastle,-1,7.6,win,Norwich City,2,5.6,3.0,Minor,5.566666666666666,6.3,0.7333333333333334,0.6666666666666666,1.3333333333333333,0.6666666666666666,3,3,16.0,48.0,18.35755975068582,0,22.346938775510203,-0.3333333333333333,0.5773502691896258,-2.0,3,0.1,0.5,0.7904081632653062,0.5452040816326531,
Mason Greenwood,Man United,Right Winger,19,2020/21,78,bruise,2020-10-17,2020-11-23,lose,Tottenham,-5.0,7.6,draw,Chelsea,0.0,5.5,lose,Arsenal,-1.0,6.2,win,Newcastle,3.0,win,Everton,2.0,win,West Brom,1.0,win,Southampton,1,7.7,win,West Ham,2,7.1,draw,Man City,0,6.3,37.0,Major,6.433333333333334,7.033333333333334,0.6000000000000005,0.3333333333333333,2.333333333333333,2.0,3,3,16.0,48.0,18.35755975068582,0,22.346938775510203,-2.0,2.6457513110645907,2.0,4,0.1,0.5,0.7904081632653062,0.5452040816326531,
Mason Greenwood,Man United,Right Winger,20,2021/22,78,Coronavirus,2021-11-19,2021-11-27,lose,Leicester,-2.0,6.9,lose,Liverpool,-5.0,6.5,lose,Man City,-2.0,5.9,lose,Watford,-3.0,N.A.,N.A.,,N.A.,N.A.,,win,Crystal Palace,1,6.7,win,Norwich City,1,6.0,draw,Newcastle,0,5.8,8.0,Moderate,6.433333333333334,6.166666666666667,-0.2666666666666666,0.0,2.333333333333333,2.333333333333333,3,3,16.0,48.0,18.35755975068582,0,22.346938775510203,-3.0,1.7320508075688772,-3.0,3,0.0,0.5,0.7904081632653062,0.5202040816326531,
Daniel James,Man United,Right Winger,22,2019/20,77,Knock,2020-02-28,2020-03-07,draw,Wolves,0.0,6.1,win,Chelsea,2.0,6.7,win,Watford,3.0,6.5,draw,Everton,0.0,N.A.,N.A.,,N.A.,N.A.,,win,Man City,2,6.0,draw,Tottenham,0,5.6,win,Sheffield,3,5.0,8.0,Moderate,6.433333333333334,5.533333333333334,-0.8999999999999995,2.333333333333333,2.333333333333333,0.0,2,2,14.5,29.0,9.192388155425116,0,24.33333333333333,1.6666666666666667,1.5275252316519468,0.0,3,0.1333333333333333,0.5,0.8099999999999999,0.5633333333333332,
Daniel James,Man United,Right Winger,23,2020/21,77,unknown injury,2021-04-30,2021-05-21,draw,Leeds,0.0,6.0,win,Brighton,1.0,6.4,win,West Ham,1.0,6.0,win,Aston Villa,2.0,lose,Leicester,-1.0,lose,Liverpool,-2.0,win,Wolves,1,6.5,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,21.0,Moderate,6.133333333333333,6.5,0.3666666666666671,2.333333333333333,3.0,0.6666666666666665,2,2,14.5,29.0,9.192388155425116,0,24.33333333333333,0.6666666666666666,0.5773502691896258,-0.3333333333333333,2,0.2,0.5,0.8099999999999999,0.58,
Anthony Martial,Man United,Center Forward,24,2019/20,79,Hamstring strain,2019-08-25,2019-10-20,win,Chelsea,4.0,6.9,draw,Wolves,0.0,6.4,lose,Crystal Palace,-1.0,6.7,draw,Southampton,0.0,win,Leicester,1.0,lose,West Ham,-2.0,draw,Liverpool,0,6.1,win,Norwich City,2,7.2,lose,Bournemouth,-1,5.8,56.0,Major,6.666666666666667,6.366666666666667,-0.2999999999999998,1.3333333333333333,1.3333333333333333,0.0,7,7,42.0,294.0,40.195356282370064,1,8.661016949152543,1.0,2.6457513110645907,-0.3333333333333333,4,0.2666666666666666,0.6,0.5698305084745763,0.5015819209039548,Manchester United
Anthony Martial,Man United,Center Forward,25,2020/21,79,Torn knee ligaments,2021-03-29,2021-08-02,win,Newcastle,2.0,6.2,draw,Chelsea,0.0,6.0,win,Man City,2.0,5.6,win,Brighton,1.0,win,Tottenham,2.0,win,Burnley,2.0,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,N.A.,N.A.,N.A.,,126.0,Severe,5.933333333333333,,,2.333333333333333,,,7,7,42.0,294.0,40.195356282370064,1,8.661016949152543,1.3333333333333333,1.1547005383792517,1.6666666666666667,3,0.3333333333333333,0.6,0.5698305084745763,0.5182485875706215,Manchester United
Anthony Martial,Man United,Center Forward,26,2021/22,79,Fitness,2021-10-15,2021-10-29,win,Wolves,1.0,6.0,win,Newcastle,3.0,6.2,draw,Everton,0.0,7.4,lose,Leicester,-2.0,lose,Liverpool,-5.0,N.A.,N.A.,,lose,Watford,-3,7.0,win,Arsenal,1,7.0,N.A.,N.A.,N.A.,,14.0,Moderate,6.533333333333334,7.0,0.4666666666666659,2.333333333333333,1.5,-0.8333333333333335,7,7,42.0,294.0,40.195356282370064,1,8.661016949152543,1.3333333333333333,1.5275252316519468,-3.5,3,0.4,0.6,0.5698305084745763,0.5349152542372881,Manchester United
